# Torres Amat 1823 — dominio público (texto íntegro del Antiguo Testamento). Traducción de la Vulgata latina al español por
# don Félix Torres Amat (1772-1847), publicada entre 1823 y 1825.
# Source : module SWORD TorresAmat du projet OmarGonD/biblia-elim (reconstruction OCR de l'édition de 1882 conservée à Internet Archive,
# GPL-2.0-or-later ; le texte de Torres Amat lui-même est dominio público). Le module couvre 94 % des versets ; le
# texte contient des erratas résiduelles d'OCR et n'est pas révisé (versets perdus laissés en creux).
# Versification convertie Vulgate -> massorétique (BHSA, numérotation BHS : Deut 29:1, Isa 8:23, Joël 4 ch., Malachie
# 3 ch., etc.) : Psaumes Vulgate renumérotés (fusions 9/10,
# 113/114/115, 146/147 ; titres de psaumes conservés comme verset 1,
# convention BHSA), additions deutérocanoniques exclues (Daniel
# 3:24-90, 13-14 ; Esther Vulgate 10:4-13, 11-16), défauts OCR du
# module exclus (doublon 1 Rois 4, index des prophètes collé en
# Osée 1, Jérémie 1 perdu — copie numérotée de 2:1-7 mappée en
# Jérémie 2, secondes moitiés de versets). Calibré verset par
# verset contre la base BHSA ; voir scripts/extract_torres_amat.py.
# Format : nom_BHSA	chapitre	verset	texte_espagnol
Esra	10	28	De los hijos de Bebai: Johanan, Hanania, Zabbai, Athalai
Esra	10	29	Y de los hijos de Bani: Mosollam, y Melluen, y Adaía, Jasub, y Saal, y Ramoth
Esra	10	30	Delos hijos de Phahath Moab: Edna, y Chalal, Bahalas, y Maasias, Mathanias, Beseleel, Bennui y Manassé
Esra	10	31	Delos hijos de Herem: Eliezer, Josué, Melchias; SeIelas, Simeon
Esra	10	32	Benjamin, Maloch, Samarias
Esra	10	34	Delos hijos de Bani: Maaddi, Amram, y Vel, Baneas, y Badaias, Cheliau, 4 36. Vania, Marimutb, y Eliasib
Esra	10	37	Mathanias, Mathanai, y Jasi, Ele Bam, y Bennul, y Semel
Esra	10	39	De los hijos de Hasom: Mathanai, Mathatha, Zabad, Elphelet, Jermai, Manassé, Semei. Y 5almias, y Nathán, y Adaias, 3 10. Y Mechnedebal, Sisal, Sarai
Esra	10	41	—Ezrel, Selemiau, Semeria
Esra	10	42	Sellúm, Amaria, Joseph
Esra	10	43	Delos hijos de Nebo: Jehiel, Mathathias, Zabad, Zabina, Jeddu, y Joel, y Banaia
Esther	1	1	En tiempo de el rey Assuero ), que reinó desde la India hasta la Ethiopia sobre ciento veinte y siete provincias
Esther	1	2	Al sentarse en el trono de su reino, fué Susan la ciudad escogida para capital de su imperio
Esther	1	3	Al tercer año pues de su reinado, dió un espléndido convite, que honró con su presencia, á todos los príncipes de corte, á todos sus oficiales, á los mas valientes de los Persas, y á los mas señalados entre los Medos, y á los gobernadores de las provincias
Esther	1	4	(Todo para ostentar las riquezas y magnificencia de su reino, y la grandeza y pompa de su poderío); convite, cuya celebracion duró mucho tiempo, á saber, ciento y ochenta dias
Esther	1	5	Estando ya para acabarse, convidó á todo el pueblo que se hallaba en Susan, grandes y chicos, y mandó se les dispusiese un banquete de siete dias, en el cercado del jardin, y del bosque, que habia sido plantado de mano de los reyes, y con régia magnificencia
Esther	1	6	Habíanse tendido por todas partes toldos de color azul celeste y blanco, y de jacinto d cárdeno, sostenidos de cordones de finísimo lino, y de púrpura, que pasaban por sortijas de marfil, y se ataban á unas columnas de mármol. Estaban tambien dispuestos canapés ó tarimas de oro y plata, sobre el pavimento enlosado de piedra de color de esmeralda, ó de pórfido, y de mármol de Paros, formando varias figuras d lo mosuico, con admirable variedad
Esther	1	7	Bebian los convidados en vasos de oro, y los manjares se servian en vajilla siempre diferente: presentábase asimismo el vino en abundancia, y de exquisita calidad, como correspondia á la magnificencia del rey
Esther	1	8	Ninguno forzaba á beber al que no queria, sino que cada cual tomaba cuanto gustaba, conforme lo habia mandado el rey: el cual á este fin dió la presidencia de cada mesa á uno ce sus magnates. rey Ássuero, y que libró á los Judíos de la proscripcion general que Aman halibro. Assuero es llamado 4rtajerjes por los Griegos, San Isidoro y otros la atribuyen á Esdras: algunos á Joacim, Sumo Sacerdote de Mardocheo. Pero la mayor parte de los Expositores hacen autor de ella al que Mardocheo escribió estas cosas, ete. no le vemos en los primeros catálogos de los Libros Santos que tenian los Crisen el año 366 le vemos en el catálogo que reconoció el concilio de Laodicéa: y que vivieron mucho antes del concilio. San Gerónimo tuvo por dudosos los y hasta Sixto V, siguieron muchos Católicos esta opinion, Pero el concilio de San Gerónimo, los nueye capítulos, y el décimo hasta el yerso 3. en memoria de aquel suceso, llamada Furím, ó de las Suertes; fiesta Código; y la celebran aun hoy dia los Judíos
Esther	1	9	Al mismo tiempo la reina Vasthi dió un convite á las mujeres, en el palacio donde solia residir el rey Assuero
Esther	1	10	Y el dia séptimo estando el rey mas alegre de lo acostumbrado, y por el demasiado beber recalentado del vino, mandó á Maumam, y Bazatha, y Harbona, y Bagatha, y Abgatha, y Zethar, y Charchas, siete eunucos que estaban de seryicio al rededor de él
Esther	1	11	Que condujesen á su presencia á la reina Vasthi con la corona puesta en la cabeza, para hacer ver su hermosura á todo el pueblo y señores; pues era de extremada belleza
Esther	1	12	La cual lo rehusó, y por mas que los eunucos le hicieron presente la órden del rey, no quiso comparecer. Por lo que indignado el rey, y ardiendo todo en saña
Esther	1	13	Consultó á los sábios, que segun el estilo de los reyes tenia siempre á su lado, y por cuyo consejo lo hacia todo, pues estaban instruidos de las leyes y costumbres de sus mayOres
Esther	1	14	(Entre ellos eran los principales y mas allegados, Charsena, y Sethar, y Admatha, y Tharsis, y Marés, y Marsana, y Mamuchan, siete magnates de los Persas y Medos, que tenian entrada libre al rey, y ocupaban los primeros asientos despues de él.)
Esther	1	15	Preguntoles pwes el rey qué pena merecia la reina Vasthi por no haber querido obedecer la órden que le habia enviado el rey por medio de los eunucos
Esther	1	16	Alo que respondió Mamuchan en presencia del rey y de los grandes: La reina Vasthi no solo ha ofendido al rey, sino tambien á todos los pueblos y señores de todas las provincias del rey Ássuero
Esther	1	17	Porque la repulsa de la reina llegará á noticia de todas las mujeres; por tanto harán estas poco caso de sus maridos, diciendo: El rey Assuero mandó venir á su presencia á la reina Vasthi, y ella no quiso
Esther	1	18	Con cuyo ejemplar todas las mujeres de los magnates Persas y Medos harán poco caso de los mandatos de sus maridos; y así la indlignacion del rey es muy justa
Esther	1	19	Si te parece bien, promúlguese por tí un edicto, y escríbase al tenor de las leyes de los Persas y Medos que no es lícito traspasar d P revocar para que la reina Vasthi no LA FAMILIA DE VE DESAPARECER AL ÁNGEL RAFAEL Piel vuelva á parecer jamás en la presencia del rey, y se dé su corona á otra mas digna que ella
Esther	1	20	Y hágase saber: esto por todas las provincias de tu vastísimo imperio, á fin de que todas las mujeres así de los grandes como de los pequeños tributen el debido honor á sus maridos
Esther	1	21	Pareció bien al rey y á los grandes el consejo de Mamuchan, y conformándose el rey con este dictámen
Esther	1	22	Despachó cartas á todas las provincias de su imperio, en diversas lenguas y caractéres, para que cada nacion las pudiera entender y leer, diciendo en ellas que los maridos debian tener todo el poder y autoridad en sus respectivas casas; y que esto se publicase por todos los pueblos
Esther	2	1	Pasadas así estas cosas, luego de calmada la cólera del rey Ássuero, acordóse éste de Vasthi, y de lo que habia hecho, y de su castigo
Esther	2	2	Por lo cual los criados y ministros del rey dijeron: Búsquense para el rey jovencitas, que sean vírgenes y hermosas
Esther	2	3	Enviando por todas las provincias personas que escojan doncellas vírgenes y de buen parecer, y las traigan á la ciudad de Susan al palacio de las mujeres, entregándolas al cuidado del eunuco Egeo, superintendente y guarda de las mujeres del rey, y déseles all% cuanto sea necesario para su ornato mujeril, y lo demás que hubieren menester
Esther	2	4	Y la que entre todas será mas del agrado del rey, esa sea la reina en lugar de Vasthi. Pareció bien al rey la proposicion, y mandó que se ejecutase así como se lo habian sucerido
Esther	2	5	Moraba en la ciudad de Susan cierto varon Judío llamado Mardocheo, hijo de Jair, hijo de Semei, hijo de Cis, del linaje de Jemini
Esther	2	6	El cual habia sido llevado de Jerusalem, cuando Nabuchodonosor rey de Babylonia llevó cautivo á Jechonías rey de Judá
Esther	2	7	Habia Mardocheo criado á Edisa, hija de un hermano suyo, llamada por otro nombre Esther, huérfana de padre y madre, en extremo hermosa y de lindo parecer, á la cual, así que se le murieron los padres, adoptó por hija suya
Esther	2	8	Divulgada la órden del rey, como fuesen conducidas segun la real disposicion muchas hermosas vírgenes á Susan, y entregadas al eunuco Egeo, fuéle tambien entregada entre las demás doncellas Esther, para ser guardada con las otras
Esther	2	9	Ésta se llevó las atenciones de Egeo, y cayó en gracia á sus ojos; y así mandó á otro eunuco que le aprontase luego los adornos mujeriles, y le diese lo que la correspondia, con siete muchachas de las mas bien parecidas de la casa real para servirla, y que cuidase del adorno y buen trato, así de ella como de sus criadas
Esther	2	10	Esther empero no le descubrió su nacion, ni patria; pues Mardocheo le habia prevenido que por ningun caso hablase de eso
Esther	2	11	Paseábase éste todos los dias por delante del patio de la casa, en la que se custodiaban las vírgenes escogidas, cuildadoso de la salud de Esther, y deseoso de saber lo que le sucederia
Esther	2	12	Al llegar el tiempo en que cada una de las doncellas, por su órden, debia ser presentada al rey, despues de haber e practicado todo lo que se requería para su- adorno mujeril, E corria ya el mes duodécimo; porque durante seis meses se ungian con óleo de myrrha, y por espacio de otros seis usaban dle ciertos afeites y perfumes
Esther	2	13	Y cuando habian de ser presentadas al rey, se les daba todo cuanto pedian para su adorno; y engalanadas como mejor les parecia, pasaban del convietorio de las mujeres á la cámara del rey 1
Esther	2	14	Y la que habia entrado por la tarde salia por la mañana; y de allí era conducida á otro departamento, de que cuidaba el eunuco Susagazi, que tenia el gobierno de las mujeres secundarias del rey; ni podia ya ella volver mas al rey, sl el rey no la deseaba, y no la mandaba venir expresamente
Esther	2	15	Pasado pues un cierto tiempo, acercábase ya el dia en que debia ser presentada al rey Esther hija de Abihail, hermano de Mardocheo, quien se la habia prohijado, No pidió Esther adornos mujeriles, sino que el eunuco Egeo, á cuyo cuidado estaban las doncellas, le dió para adornarse lo que él quiso. Porque era de extremada hermosura, é increible belleza, y así parecia graciosa y amable á los ojos de todos
Esther	2	16	Fué pues conducida ála cámara del rey Ássuero, el mes décimo, llamado Tebeth, el séptimo año de su reinado
Esther	2	17	Y el rey quedó prendado de ella mas que de todas las olas mujeres, y cayóle Esther en gracia, y obtuvo su favor sobre todas las demás; y púsole en la cabeza la corona real, declarándola reina en lugar de Vasthi
Esther	2	18	Mandó en seguida disponer un esplendidísimo convite para todos los grandes y cortesanos suyos con motivo del matrimonio y bodas con Esther; y concedió alivio de algunos imbutos á todas las provincias; y distribuyó dones con una magnificencia digna de tal principe
Esther	2	19	Mientras por segunda vez se buscaron y reunieron vítgenes para el rey, estaba Mardocheo continuamente á la puerta del rey £
Esther	2	20	Esther, siguiendo la prevencion de Mardocheo, no habia descubierto todavía ni su patria, ni su nacion. Porque ella hacia puntualmente euanto le preseribia Mardocheo; y se portaba en todo como habia acostumbrado siendo niña, cuando su tio la educaba
Esther	2	21	En aquel tiempo pues en que Mardocheo estaba en la puerta del rey, Bagathan y Thares, dos eunucos del rey que tenian á su cuidado la custodia de la puerta, y mandaban en la primera entrada del palacio, mal contentos del rey, pensaTon en levantarse contra él, y matarle
Esther	2	22	Lo que entendido por Mardocheo, comunicólo inmediatamente á la reina Esther, la cual dió parte al rey en nombre de Mardocheo, por quien habia sido informada de la conjuraclon
Esther	2	23	—Hizose la pesquisa, y ayeriguóse ser cierta la cosa: con lo que ambos á dos fueron colgados en un patíbulo. Este suceso fué registrado en las historias, y escrito en los anales, á presencia del rey
Esther	3	1	Despues de esto el rey Assuero ensalzó á Aman hijo de Amadathi, que era del linaje de Agag, y dióle asiento superior al de todos los grandes señores, que tenia cerco de su real persona, escogida entre todas Esther para ser reina, y ocupar el lugar de Vasthi. Mardocheo, su tio, ansioso de saber el resultado, estaba continuamente junto á la puerta del palacio
Esther	3	2	Todos los criados del rey que frecuentaban las puertas de palacio, doblaban la rodilla, y adoraban á Aman; pues así lo habia mandado el soberano: solo Mardocheo no doblaba la rodilla, ni le adoraba +
Esther	3	3	Dijéronle pues los criados del rey, que mandaban en las puertas del palacio: ¿Cómo es que no observas la órden del rey, distinguiéndote entre todos los demás?
Esther	3	4	Y como se lo repitiesen varias veces, y él no quisiese hacer caso, dieron ayiso á Aman, deseando probar si persistiria siempre en su resolucion; porque les habia dicho que él era Judío
Esther	3	5	Aman, recibido el aviso, y certificado por la experiencia que Mardocheo ni le doblaba la rodilla, ni le adoraba, montó en gran cólera
Esther	3	6	Pero reputó por nada el vengarse de solo Mardocheo: pues habia oido ser Judío de nacion; y quiso mas bien exterminar toda la nacion de Judíos que vivian en el reino de Assuero
Esther	3	7	Así en el mes primero, llamado Nisan, el año duodécimo del reinado de Assuero, echáronse delante de Aman en una uma las suertes, llamadas en hebreo Phur, para saber el día y mes en que debia ser entregada á la muerte la nacion de los Judíos, y salió el mes duodécimo llamado Adar
Esther	3	8	Entonces Áman fué y dijo al rey Assuero: Hay un pueblo esparcido por todas las provincias de tu reino, gentes separadas unas de otras, que observan leyes y ceremonias deseonocidas, y lo que es mas, desprecian las órdenes del rey; y tú sabes muy bien no ser conveniente á tu reino el tolerar su insolencia
Esther	3	9	Si te parece bien, decreta que perezcan: que yo entraré, en dinero contante, diez mil talentos en las arcas de tu tesorería
Esther	3	10	Entonces el rey se quitó del dedo el anillo de que se servia pora sellar, y se le entregó á Aman hijo de Amadathi, del linaje de Agag, enemigo de los Judíos
Esther	3	11	Y díjole: Ese dinero que prometes, sea para tí, Por lo que toca á ese pueblo, haz lo que te parezca
Esther	3	12	Fueron pues llamados los secretarios del rey el primer mes llamado Nisan, el dia trece del mismo mes; y escribieron en nombre del rey Assuero, segun la órden de Aman, á todos los sátrapas del rey, y á los jueces de las provincias, y de las diversas naciones, segun la variedad de lenguas, para que cada nacion pudiese leer el edicto, y entenderle: y las cartas, selladas con el anillo del rey
Esther	3	13	Fueron despachadas por sus correos reales á todas las provincias, para que matasen y exterminasen á todos los Judíos, mozos y viejos, niños y mujeres, en un mismo dia, esto es, el trece del mes duodécimo, llamado Adar, y saqueasen sus bienes
Esther	3	14	Y esto es lo que contenian las cartas, para que los sugetos de todas las provincias quedasen informados, y estuviesen apercibidos para el dia susodicho
Esther	3	15	Los correos expedidos fueron á toda priesa á cumplir la órden del rey; y fijóse luego en Susan el edicto, á tiempo que el rey y Aman celebraban un banquete, y mientras todos los Judíos que habia en la ciudad se deshacian en lágrimas
Esther	4	2	Y con estos alaridos iba hasta las puertas de palacio. Porque no era lícito que uno vestido de cilicio entrase dentro del palacio real
Esther	4	3	Asimismo en todas las provincias, ciudades y pueblos, á donde habia llegado el cruel edicto del rey, era grande la consternación de los Judíos: ayunaban, prorumpian en alaricos y lamentos, usando muchos de cilicio y ceniza en lugar de cama
Esther	4	4	Y las camaristas de Esther, y los eunucos, entraron á darle parte. La cual, al oirlo, quedó consternada, y envió un vestido á Mardocheo, para que quitándose el saco, se le vistiese 3; pero Mardocheo no quiso recibirle
Esther	4	5	Entonces ella llamó á Athach, eunuco que el rey le habia dado para servirla, y le mandó ir á Mardocheo á fin de informarse de él por qué hacia tales cosas
Esther	4	6	Salió pues Athach, y fué á encontrar á Mardocheo, que estaba en la plaza de la ciudad, delante de la puerta de pa: lacio
Esther	4	7	El cual le informó de todo lo ocurrido, y como Aman habia prometido meter una gran suma de dinero en el tesoro del rey por la mortandad de los Judíos
Esther	4	8	Dióle tambien eopia del edicto fijado en Susan, á fin de que le mostrase á la reina, y la exhortase á presentarse al rey, para interceder por su pueblo
Esther	4	9	Vuelto Athach, refirió á Esther todo lo que Mardocheo le habia dicho
Esther	4	10	Y mandóle ella que llevase la sieulente respuesta á Mardocheo
Esther	4	11	Todos los criados del rey, y todas las provincias sujetas á su imperio, saben que cualquier hombre ó mujer, que, sin ser llamados, entraren en el cuarto interior del rey, al punto sin remision alguna deben ser muertos: á no ser que el rey extienda hácia ellos su cetro de oro en señal de clemencia, salvándoles así la vida % Esto supuesto, ¿cómo podré yo entrar al rey, habiéndose ya pasado treinta dias que no he sido llainada á su presencia?
Esther	4	12	Lo que oyendo Mardocheo
Esther	4	13	Envió todavía á decir esto á Esther: No pienses que por estar en el palacio del rey, podrás tú sola salvar la vida entre todos los Judíos
Esther	4	14	Porque si ahora callares, los Judíos se salvarán por algun otro medio; mas tú y la casa de tu padre perecereis. ¿Y quién sabe si por eso has llegado á ser reina, para que pudieses servirnos en este trance?
Esther	4	15	Esther entonces enyió esta respuesta á Mardocheo
Esther	4	16	Anda en hora buena, y junta todos los Judíos que hallares en Susan, y haced oracion por mí: no comais ni bebais en tres dias, y en tres noches, que yo con mis criadas ayunaré igualmente; y en seguida me presentaré al rey, contraviniendo á la ley, pues entraré sin ser llamada, y exponiéndome al peligro y á la muerte
Esther	4	17	Con esto Mardocheo se retiró, é hizo todo lo que Esther le habia ordenado,
Esther	5	2	Y habiendo visto á la reina Esther parada, la miró con agrado, y alargó hácia ella el cetro de oro, que tenia en la mano. Acercóse Esther, y besó la punta del cetro real
Esther	5	3	Díjole entonces el rey: ¿Qué es lo que quieres, reina Esther? ¿Qué peticion es la tuya? Aun cuando me pidieres la mitad del reino, se te dará
Esther	5	4	A lo que respondió ella: Si place al rey, suplico que venga hoy á mi habitacion al convite que tengo preparado, y lleve consigo á Aman
Esther	5	5	Al instante dijo el rey: Llamad luego á Aman, para que cumpla lo que dispone Esther. Fueron pues el rey y Aman al convite que les había dispuesto la reina
Esther	5	6	Y el rey, despues que bebió vino con abundancia, dijo á Esther: ¿Qué cosa quieres que te mande dar? ¿cuál es tu pretension? Aunque pidieres la mitad del reino, te la otorgaré
Esther	5	7	Respondió Esther: Mi peticion y mis ruegos son estos
Esther	5	8	5i yo he hallado gracia delante del rey, y si el rey tiene á bien concederme lo que pretendo, y el condescender á mi súplica, venga el rey, y con él Aman, á otro convite que les he dispuesto, y mañana expondré al rey mis deseos
Esther	5	9	Con esto salió aquel dia Aman muy contento y alegre. Mas como viese á Mardocheo sentado ante las puertas de palacio, y que no solo no se habia levantado para hacerle el acatamiento, pero ni siquiera se habia movido del asiento en que estaba, irritóse sobremanera
Esther	5	10	Pero disimulando la ira, vuelto á su casa, convocó á sus amigos y á Zares su esposa
Esther	5	11	Hízoles presente cuán grandes eran sus riquezas, la multitud de sus hijos, y el alto grado de gloria á que el rey le habia elevado sobre los demás grandes y cortesanos suyos
Esther	5	12	Y añadió despues: Aun la reina Esther á ningun otro ha llamado al convite que da al rey sino á mí; y tambien mañana he de comer en su casa con el rey
Esther	5	13	Mas aunque gozo de todas estas satisfacciones, nada me parece que tengo mientras viere al Judío Mardocheo sentado á la puerta de palacio
Esther	5	14	Y respondiéronle Zares su esposa, y los amigos: Manda preparar una gran viga de cincuenta codos de alto, y dí mañana al rey que sea en ella colgado Mardocheo, y con eso irás contento con el rey al convite. Agradóle el consejo, y mandó preparar un gran madero
Esther	6	1	Pasó el rey aquella noche sin dormir: por lo que mandó que le trajesen las historias y los anales del tiempo pasado. Leyéndoselos
Esther	6	2	Llegaron al lugar donde se hallaba escrito como Mazdocheo habia descubierto la conjuracion de los eunucos Bagathan y Thares, que querian degollar al rey Assuero
Esther	6	3	Oido lo cual, dijo el rey: ¿Qué premio ú honor ha reci bido Mardocheo por tanta lealtad? Respondiéronle sus criados y cortesanos: No ha recibido recompensa ninguna
Esther	6	4	Inmediatamente dijo el rey: ¿Quién está en la antecámara? Habia entrado Aman en la antecámara mas inmediata al cuarto del rey, para sugerirle que mandase colgar á Mardocheo en el patíbulo ya preparado
Esther	6	5	Respondieron los criados: Aman es el que está en la antecámara, Que entre, dijo el rey. Debe ser vestida con vestiduras reales, y salir montada en un caballo de los que el rey monta, y llevar sobre su cabeza la real corona
Esther	6	6	Entrado que hubo, díjole: ¿Qué debe hacerse con un hombre á quien el rey desea honrar? Y Aman, pensando dentro de sí y creyendo que el rey á ningun otro queria honrar sino á él
Esther	6	7	Respondió: La persona á quien el rey desea honrar
Esther	6	9	Y el primero de los príncipes y grandes de la corte Meve asido del diestro el caballo, y marchando por la plaza dle la ciudad publique en alta yoz y diga: Así se honra al que el rey quiere honrar
Esther	6	10	Replicóle el rey: Date priesa; y tomando el manto real, y el caballo, todo eso que has dicho, ejecútalo con el Judío Mardocheo, el que está á la puerta del palacio. Guárdate de omitir nada de todo cuanto has dicho
Esther	6	11	Tomó pues Aman el manto real y el caballo, y habiéndosele vestido á Mardocheo en la plaza de la ciudad, y héchole montar en el caballo, iba caminando delante de él, ¿2 y gritaba: De tal honor es digno aquel á quien el rey quiere honrar
Esther	6	12	Despues volvióse Mardocheo á la puerta del palacio á su destino; y Aman se retiró á toda priesa á su casa, sollozando, y cubierta la cabeza
Esther	6	13	Y contó á Zares su esposa y á los amigos todo cuanto le habia sucedido. A lo que los sábios que tenia por conseJeros, y su esposa le contestaron: Si Mardocheo, delante de quien has comenzado á Í caer, es del linaje de los Judíos, no podrás contrarestarle, sino que acabarás de caer precipitadamente en su presencia
Esther	6	14	Todavía estaban ellos hablando, cuando llegaron los eunucos del rey, y le obligaron á ir inmediatamente al convite que tenia la reina dispuesto
Esther	7	1	Entró pues el rey, acompañado de Aman, al convite de la reina
Esther	7	2	Ala cual dijo tambien el rey en este segundo dia, despues de recalentado con el vino: ¿Qué peticion es la tuya, Esther, y qué quieres que se te conceda? Aunque pidieres la mitad de mi reino, la alcanzarás
Esther	7	3	Esther le respondió: Si yo.he hallado gracia en tus ojos, oh rey mio, y si es de tu agrado, sálvame la vida, por la cual te ruego, y la de mi pueblo, por quien imploro tu clemencia
Esther	7	4	Porque así yo como mi nacion estamos condenados á, la ruina, al degúello, al exterminio. Ojalá que á lo menos fuésemos vendidos por esclavos y esclavas: el mal seria tolerable, y me contentaria con gemir en silencio: mas ahora tenemos por enemigo un hombre, cuya crueldad redunda contra el rey
Esther	7	5	A lo que respondiendo el rey Assuero, dijo: ¿Quién es ese, y qué poder es el suyo, para que tenga osadía de hacer tales cosas?
Esther	7	6	Dijo entonces Esther: Nuestro perseguidor y enemigo es ese perversísimo Aman. Al oir esto Aman, se quedó yerto de repente, no pudiendo sufrir las terribles miradas del rey y de la reina
Esther	7	7	Al mismo tiempo el rey, lleno de cólera, se levantó del lugar del convite, y pasó á un jardin ¿inmediato plantado de árboles. Levantóse igualmente Aman para rogar ú la _Teina Esther que le salvase la vida; pues conoció que el rey (habia resuelto su castigo
Esther	7	8	Vuelto Assuero del jardin plantado de árboles, y entrando en el lugar del convite, halló á Aman postrado ó caido sobre el lecho Y tarima en que Esther estaba recostada E y dijo: ¿Aun á la reina quiere violentar delante de mí, en mi propia casa? No bien habia el rey pronunciado estas palabras, cuando al instante le cubrieron á Aman la cara
Esther	7	9	Entonces Harbona, uno de los eunucos que servian al rey, dijo: Sábete, oh rey, que en casa de Aman hay un patíbulo de cincuenta codos de alto, que él habia mandado preparar para Mardocheo, el que descubrió la conspiracion contra el rey. Respondióle el rey: Coleadle luego en él
Esther	7	10	Fué pues Aman coleado en el patíbulo que tenia preparado para Mardocheo; y con eso se apaciguó la ira del rey
Esther	8	1	En aquel mismo dia el rey Assuero dió á la reina Esther la casa y bienes de Aman el enemigo de los Judíos, y Mardocheo fué presentado al rey: por cuanto Esther le declaró que era su tio paterno
Esther	8	2	Y tomó el rey el anillo o sello que habia mandado recoger de Aman, y entregósele á Mardocheo, al cual hizo Esther mayordomo mayor de su casa o palacio
Esther	8	3	Mas no contenta con eso, echóse á los piés del rey, y con lágrimas en los ojos le habló, y suplicó que mandase no tuviesen efecto los maliciosos designios de Aman hijo de Agag, y las infcuas tramas que habia urdido contra los Judíos
Esther	8	4	Entonces Ássuero, segun la costumbre, alarsó con la. mano el cetro de oro hácia ella; lo cual era la señal de favor y clemencia: y levantándose Esther, se puso en pié delante lel rey, los Judíos, y á los príncipes, y á los gobernadores, y jueces que mandaban en las ciento veinte y siete provincias, desde la India basta la Ethiopia; provincia por provincia, pueblo por pueblo, segun sus lenguas y alfabetos, como tambien á los Judíos, para que todo el mundo pudiese leerlas y entenderlas
Esther	8	5	Y dijo: Si es del agrado del rey, y si he hallado gracia en sus ojos, y mi súplica no le parece injusta, ruego encarecidamente que con nuevas cartas del rey sean invalidadas las precedentes cartas de Aman, perseguidor y enemigo de los Judíos, con las cuales habia mandado acabar con ellos en todas las provincias del reino
Esther	8	6	Porque ¿cómo podré yo soportar el degiiello y lá mortandad de todo mi pueblo? -
Esther	8	7	El rey Assuero respondió á la reina Esther y al Judío Mardocheo en estos términos: Yo he dado á Esther la casa de Aman; y á éste le he mandado erucificar, por la osadía de querer perder á los Judios
Esther	8	8	Eseribid pues á los Judíos en nombre del rey, como mejor os pareciere, sellando las cartas con mi anillo, Porque era uso y costumbre que á cartas remitidas en nombre del rey, y selladas con su anillo, nadie osaba oponerse
Esther	8	9	Con esto, llamados los secretarios y eseribientes del rey, corriendo el mes tercero llamado Siban, el dia veinte y tres, fueron escritas las cartas del modo que quiso Mar-
Esther	8	10	Estas mismas cartas, escritas en nombre del rey, fueron selladas con su anillo y remitidas por correos; los cuales recorriendo con celeridad todas las provincias, precaviesen por medio de las nuevas órdenes el efecto de las cartas primeras
Esther	8	11	Mandóles tambien el rey que en cada ciudad fuesen á estar con los Judíos, y les ordenasen el unirse todos para y defender sus vidas, y matar y acabar con todos sus enemigos, sin perdonar á las mujeres, ni á los hijos, ni á las casas, saqueando sus bienes
Esther	8	12	Y senalóse en todas las provincias un mismo dia para la venganza; es á saber, el día trece del duodécimo mes ¿lamado Adar
Esther	8	13	La sustancia de las cartas era notificar á todas las, tierras y pueblos sujetos al imperio del rey Assuero, que los Judíos estaban dispuestos y autorizados á vengarse de sus enemigos
Esther	8	14	Partieron pues los correos en posta con las nuevas cartas; y el edicto del rey se fijó en Susan
Esther	8	15	Entre tanto Mardocheo, saliendo del palacio y de la audiencia del rey, iba rozagante, vestido á la manera del rey, esto es, de color de jacinto, y de azul celeste, llevando en la cabeza una corona de oro, y cubierto de un manto de seda y de púrpura. Y toda la ciudad hizo fiestas y regocijos
Esther	8	16	A los Judíos les pareció que les nacia una nueva luz, por el gozo, la honra, y holganza que les venta
Esther	8	17	Asimismo en todos los pueblos, en las ciudades, y provincias, do quiera que llegaban las órdenes del rey, se recibian con extraordinaria alegría, y habia banquetes, y convites, y fiestas: en tanto grado que muchos de otras naciones y sectas abrazaban la religion y ceremonias de los Judíos. Tan grande era el terror que habia infundido á todos el nombre judáico.
Esther	9	1	En efecto, á los trece dias del mes duodécimo, que como hemos dicho arriba se llama Adar, cuando estaba dispuesta la mortandad de todos los Judíos, y sus enemigos ardian en sed de su sangre, trocada la suerte, comenzaron logs Judíos á prevalecer, y á tomar venganza de sus Contrarios
Esther	9	2	Juntáronse pues en todas las ciudades, villas y lugares para acometer á sus enemigos y perseguidores: y nadie 0só resistirles; porque estaban todos los pueblos poseidos del miedo de su poder y valimiento
Esther	9	3	Pues aun los magistrados de las provincias, los gobernadores, e intendentes, y todos los constituidos en dignidad, que en cada lugar presidian á las obras, daban la mano á los Judíos por temor de Mardocheo
Esther	9	4	Que sabian ser el valido de la corte, y gozar de extraordinaria privanza; por lo que la fama de su nombre iba creciendo cada dia, y andaba volando de boca en boca por todas partes. no permitir que ninguno pase estos dos dias sin solemnizarlos, segun aparece de este escrito, y lo pide el tiempo señalado de año en año
Esther	9	5	Con eso los Judios hicieron un grande estrago y mortandad en sus enemigos; ejecutando aquello mismo que tenian estos tramado contra el pueblo judáico
Esther	9	6	Tanto, que en Susan mismo mataron á quinientos hombres, sin contar diez hijos de Aman, descendiente de Agag, el enemigo de los Judíos, cuyos nombres son estos
Esther	9	7	Pharsandatha, y Delphon, y Esphatha
Esther	9	8	Y Phoratha, y Adalia, y Aridatha
