# Torres Amat 1823 — dominio público (texto íntegro del Antiguo Testamento). Traducción de la Vulgata latina al español por
# don Félix Torres Amat (1772-1847), publicada entre 1823 y 1825.
# Source : module SWORD TorresAmat du projet OmarGonD/biblia-elim (reconstruction OCR de l'édition de 1882 conservée à Internet Archive,
# GPL-2.0-or-later ; le texte de Torres Amat lui-même est dominio público). Le module couvre 94 % des versets ; le
# texte contient des erratas résiduelles d'OCR et n'est pas révisé (versets perdus laissés en creux).
# Versification convertie Vulgate -> massorétique (BHSA, numérotation BHS : Deut 29:1, Isa 8:23, Joël 4 ch., Malachie
# 3 ch., etc.) : Psaumes Vulgate renumérotés (fusions 9/10,
# 113/114/115, 146/147 ; titres de psaumes conservés comme verset 1,
# convention BHSA), additions deutérocanoniques exclues (Daniel
# 3:24-90, 13-14 ; Esther Vulgate 10:4-13, 11-16), défauts OCR du
# module exclus (doublon 1 Rois 4, index des prophètes collé en
# Osée 1, Jérémie 1 perdu — copie numérotée de 2:1-7 mappée en
# Jérémie 2, secondes moitiés de versets). Calibré verset par
# verset contre la base BHSA ; voir scripts/extract_torres_amat.py.
# Format : nom_BHSA	chapitre	verset	texte_espagnol
Jeremia	35	10	Sino que habitamos en tiendas de campaña, y hemos sido obedientes á todos los preceptos que nos dejó Jonadab nuestro padre
Jeremia	35	11	Pero habiendo entrado Nabuehodonosor rey de Babylonia en nuestra tierra, hemos dicho: Vámonos y retirémonos á Jerusalem, para huir del ejército de los Chaldéos y del ejército de la Syria; y por eso nos estamos en Jerusalem
Jeremia	35	12	Entonces el Señor habló á Jeremías, diciendo
Jeremia	35	13	Esto dice el Señor de los ejércitos, el Dios de Israel. Anda y dí al pueblo de Judá, y á los habitantes de Jerusalem: ¿Es posible que no habeis de tomar ejemplo para obedecer á mis palabras, dice el Senor?
Jeremia	35	14	Las palabras con que Jonadab hijo de Rechab intimó á sus hijos que no bebieran vino, han sido tan fielmente observadas que no le han bebido hasta el dia de hoy, obedeciendo el precepto de su padre: mas yo os he hablado á vosotros de continuo y á todas horas, y no me habeis obedecido
Jeremia	35	15	Pues os he enviado todos mis siervos los profetas, de antemano, y con mucha solicitud; y os envié á decir por su boca: Conviértase cada uno de vosotros de su pésima vida, y rectificad vuestros afectos, y no andeis tras los dioses ajenos, ni les deis culto; y asé habitareis en la tierra que yo os diá vosotros y á vuestros padres; pero vosotros no habeis querido obedecerme, ni escucharme
Jeremia	35	16	Así pues los hijos de Jonadab, hijo de Rechab, han observado constantemente el precepto que les dejó su padre; mas ese pueblo no me ha obedecido á 1mí
Jeremia	35	17	Por tanto, esto dice el Señor de los ejércitos, el Dios de Israél: Yo voy á descargar sobre Judá y sobre todos los habitantes de Jerusalem todas las tribulaciones con que les he amenazado; puesto que yo les he hablado, y no han querido escucharme, los he llamado, y no han querido responderme
Jeremia	35	18	Pero á la familia de los Rechabitas dijole Jeremías: Esto dice el Señor de los ejércitos, el Dios de Israél: Por cuanto vosotros habeis obedecido el mandamiento de vuestro padre Jonadab, y habeis observado todas sus órdenes, y cumplido todo cuanto os preseribió
Jeremia	35	19	Por tanto, esto dice el Señor de los ejércitos, el Dios de Israél: No faltará varon de la estirpe de Jonadab, hijo de Rechab, que asista en mi presencia todos los dias, 7 Admirable documento de perfeccion evangélica, y de la viva persua-
Jeremia	36	1	Corriendo el año cuarto de Joakim, hijo de Josías, rey de Judá, el Señor habló á Jeremías, y le dijo
Jeremia	36	2	Toma un cuaderno!, y escribirás en él todas las palabras que yo te he hablado contra Israél y contra Judá, Y contra todos los pueblos, desde el tiempo del reinado de Josías, en que yo te hablé, hasta el dia de hoy
Jeremia	36	3	Por si tal vez los hijos de la casa de Judá, oyendo todos los males que yo pienso enviarles, se convierte cada uno de su pésimo proceder, de suerte que pueda yo perdonarles sus maldades y pecados
Jeremia	36	4	Llamó pues Jeremías á Baruch hijo de Nerías, y dictán-; dole Jeremías, escribió Baruch en aquel volúmen todas las palabras que el Señor le dijo: saber: Elisama, secretario, y Dalalas hijo de Semelas, y Elnathán hijo de Achobor, y Gamarias hijo de Saphan, y Sedecías hijo de Hananias, y en suma todos los principes 0 Jefes
Jeremia	36	5	Y dióle Jeremías á Baruch esta órden, diciendo: E Yo esLoy o y no puedo ir á la Casa del Senor. Sí
Jeremia	36	6	Vé pues tú, y lee las palabras del Señor que yo te he y tú has escrito en ese libro, de modo que las oiga el pueblo, en la Casa del Señor, el dia del ayuno; y asimismo las leerás de manera que las oigan todos los de Judá que vienen de sus ciudades
Jeremia	36	7	Por si tal vez se humillan orando en el acatamiento del Señor, y se convierte cada uno de su perverso proceder. Porque es muy grande el furor y la indignacion que ha manifestado el Señor contra este pueblo
Jeremia	36	8	Ejecutó Baruch hijo de Nerías puntualmente todo cuanto le ordenó Jeremías Profeta, y puesto en la Casa del Señor leyó en el libro las palabras del Señor
Jeremia	36	9	Pues es de saber que de el año quinto del reinado de Joakim, hijo de Josías, rey Judá, en el nono mes, fué intimado la presencia del Señor á todo el pueblo de Jeruun ayuno en salem, y á todo el gentío que habia concurrido á Jerusalem de las ciudades de Judá
Jeremia	36	10	Y entonces leyó Baruch por el libro las palabras de Jeremías en la Casa del Señor, desde el gazophylacio, que está á cargo de Gamarias hijo de Saphan, doctor de la Ley, sobre el atrio de arriba, á la entrada de la puerta nueva del templo del Señor, oyéndolo todo el pueblo
Jeremia	36	11	Y Micheas, hijo de Gamarias, hijo de Saphan, oido que hubo todas las palabras del Señor, leidas en el dicho libro
Jeremia	36	12	Pasó al palacio del rey, al despacho del secretario, donde se hallaban sentados todos los príncipes ó mugna-
Jeremia	36	13	Y les refirió Micheas todo aquello que habia o. oido m0 leer á Baruch en el libro, y que habia escuchado el pueblo
Jeremia	36	14	Con esto todos aquellos señores enviaron á decir á Baruch, por medio de Judí hijo de Nathanias, hijo de Selemias, hijo de Ohusi: Toma en tu mano ese libro que tú has leido delante del pueblo, y vente acá. Tomó pues Baruch, hijo de Nerías, en su mano el libro, y fué á donde ellos estaban
Jeremia	36	15	Los cuales le dijeron: Siéntate y léenos esas cosas para que las oigamos. Y leyólas Baruch en su presencia. Y respondióles Baruch: Dietábame él todas estas palabras, como si fuera leyéndolas en un libro; y yo las iba eseribiendo con tinta en este volúmen
Jeremia	36	16	Así que oyeron todas aquellas palabras, quedaron atónitos, mirándose unos á otros; y dijeron á Baruch: Es preciso que demos parte al rey de todo esto
Jeremia	36	17	Y le interrogaron, diciendo: Cuéntanos cómo recogiste: tú de su boca todas estas cosas
Jeremia	36	19	Entonces los príncipes dijeron á Baruch: Vé y escóndete tú y Jeremías, y nadie sepa en dónde estais
Jeremia	36	20	Y ellos fueron á encontrar al roy en el atrio: pero el libro le depositaron en el gazophylacio ó aposento de Elisama, secretario ó canciller, y dieron parte al rey en su audiencia de todo lo ocurrido
Jeremia	36	21	Envió luego el rey á Judí para que trajese aquel libro; el cual sacándole del gazophylacio Y gabinete del secretario Eilisama, le leyó á presencia del rey y de todos los príncipes que estaban al rededor del rey
Jeremia	36	22	Estaba el rey en la habitacion de invierno, siendo el nono mes ó el noviembre; y habia delante de él un brasero lleno de áscuas muy encendidas
Jeremia	36	23	Y así que Judí hubo leido tres ó cuatro páginas, el rey hizo pedazos el libro con el cortaplumas del secretario, y arrojóle en el fuego del brasero, en el cual le hizo consumir todo
Jeremia	36	24	Y así ni el rey, ni ninguno de sus cortesanos que oyeron todas estas palabras d amenazas, no temieron por esto, ni rasgaron sus vestidos en señal de dolor
Jeremia	36	25	51 bien Elnathán, y Dalaias, y Gamarias, no aprobaron la voluntad del rey en quemar el libro: mas el rey no hizo caso de ellos
Jeremia	36	26	Antes bien mandó á Jeremiel hijo de Amelech, y á Saralas hijo de Ezriel, y á Selemias hijo de Abdeel, que prendiesen á Baruch, el amanuense ó secretario, y al Profeta Jer emías: pero el Señor los ocultó
Jeremia	36	27	Despues que el rey quemó el libro, y las palabras que dictando Jeremías habia escrito Baruch, habló el Señor á Jeremías, Profeta, diciéndole
Jeremia	36	28	Toma de nuevo otro cuaderno, y escribe en él todas las palabras que habia ya en el primer volúmen, quemado por Joakim, rey de Judá
Jeremia	36	29	Y le dirás á Joakim rey de Judá: Esto dice el Señor: Tú has quemado aquel cuaderno, diciendo ú Jeremías: ¿Por qué has puesto tú por escrito en él ese vaticinio, amenazando con decir que vendrá con presteza el rey de Babylonia, y asolará esta tierra sin dejar en ella hombre ni bestia? 3U,. Por tanto, esto dice el Señor contra Joalkim, rey de Judá: No se verá ningun descendiente suyo que se siente en el solio de David, y su cadáver será arrojado, y expuesto al calor del día, y al hielo de la noche 3
Jeremia	36	31	Y vendré á tomar residencia de sus maldades, y de las de su linaje, y de las de sus servidores; y descargaré sobre ellos, y sobre los habitantes de Jerusalem, y sobre el pueblo de Judá todos los males que les tengo anunciados, ya que no han querido escucharme
Jeremia	36	32	Tomó, pues, Jeremías otro cuaderno, y diósele á Baruch, hijo de Nerías, su secretario; el cual, dictándole Jeremías, escribió en él todas las palabras del libro quemado por Joakim, rey de Judá; y aun fueron añadidas muchas mas cosas sobre las que antes habia
Jeremia	37	2	Y ni él, ni sus servidores, ni la gente de la tierra obedecieron á las palabras que el Señor dijo por boca del Profeta Jeremías
Jeremia	37	3	Y envió el rey Sedecías á Juchal hijo de Selemias, y á Sophonias hijo de Maasias sacerdote, á decir al Profeta Jeremías: Ruega por nosotros al señor Dios nuestro
Jeremia	37	4	Andaba entonces Jeremías libremente por entre el pueblo, pues no le habian aun puesto en la cárcel, Entre tanto el ejército de Pharaon salió de Egypto: oido lo cual por los Chaldéos, que tenian cercada á Jerusalem, levantaron el sitio
Jeremia	37	6	Entonces el Señor habló al Profeta Jeremías, del modo siguiente
Jeremia	37	7	Esto dice el Señor Dios de Israél: Direis al rey de Judá, que os ha enviado á consultarme: Mira que el ejército de Pharaon que venia á socorreros, se volverá á su tierra, á Egypto
Jeremia	37	8	Y volverán los Chaldéos, y combatirán contra esta ciudad, y se apoderarán de ella, y la entregarán á las llamas
Jeremia	37	9	Esto dice el Señor: No querais engañaros á vosotros mismos, diciendo: Iránse los Chaldéos para no volver, y nos dejarán en paz: porque entended que no se Irán
Jeremia	37	10	Pero aun cuando vosotros derrotáreis todo el ejército de los Uhaldéos, que os hace la guerra, y solamente quedaren de él algunos pocos heridos, saldrian estos solos de sus tiendas, y entregarian esta ciudad á las llamas
Jeremia	37	11	Habiéndose pues retirado de Jerusalem el ejército de los Chaldéos por causa del ejército de Pharaon
Jeremia	37	12	Partió Jeremías de Jerusalem para 1rse á la tierra de Benjamin, y para repartir allí cierta posesion en presencia de aquellos ciudadanos
Jeremia	37	13	Y así que llegó á la puerta llemada de Benjamin, el que estaba por turno haciendo la guardia de la puerta, el cual se llamaba Jerías, hijo de Selemias, hijo de Hananias, asió al Profeta Jeremías, diciendo: Tú te huyes á los Chaldéos
Jeremia	37	14	Es falso, respondió Jeremías: yo no me huyo á los Chaldéos. Pero Jerías no le escuchó; sino que prendió á Jeremías, y le presentó á los príncipes
Jeremia	37	15	Irritados con eso los príncipes contra Jeremías, despues de haberle hecho azotar, le metieron en la cárcel que habia en la casa de Jonathán secretario ó escriba, por tener éste á su cargo la cárcel
Jeremia	37	16	Entró pues Jeremías en un hondo calabozo, y en una mazmorra, donde permaneció muchos dias
Jeremia	37	17	Despues el rey Sedecías envió á sacarle de allí, y le interrogó secretamente, en su palacio, diciéndole: ¿Crees tá que hay efectivamente alguna revelacion de parte del Señor? Sí la hay, respondió Jeremías; y añadió: Tú serás entregado en manos del rey de Babylonia
Jeremia	37	18	¿Y en qué he pecado contra tí, añadió Jeremías al rey Sedecías, ni contra tus servidores, ni contra tu pueblo para que me hayas mandado poner en la cárcel?
Jeremia	37	19	¿Dónde están aquellos profetas vuestros que os profetizaban, y decian: No vendrá contra vosotros, ni contra esta tierra el rey de Babylonia?
Jeremia	37	20	Ahora, pues, escúchame, te ruego, oh rey mi señor: recibe favorablemente la súplica que te hago, y no me vyuelvas otra vez á la casa ó cárcel de Jonathán, secretario, para que no me muera yo allí
Jeremia	37	21	Mandó pues el rey Sedecías que pusiesen á Jeremías en el patio de la cárcel, y que cada dia le diesen una torta de pan, además de la vianda, miéntras hubiese pan en la ciudad: con eso se mantuvo Jeremías en el patio de la cárcel
Jeremia	38	1	Pero Saphatias hijo de Mathán, y Gedelias hijo de Phassur, y Juchal hijo de Selemias, y Phassur hijo de Melchias, habian oido las palabras que Jeremías predicaba á todo el pueblo, diciendo: Y Abdemelech, eunuco, Ethiope, que estaba en el palacio del rey, supo que habian echado á Jeremías en la cisterna. Hallábase el rey á la sazon sentado en la puerta de Benjamin
Jeremia	38	2	Así habla el Señor: Cualquiera que se quedare en esta ciudad, morirá á cuchillo, ó de hambre, ó de peste; pero el que se refugiare á los Chaldéos, vivirá, y pondrá en salvo su vida
Jeremia	38	3	Esto dice el Señor: Sin falta será entregada esta ciudad en poder del ejército del rey de Babylonia, el cual se apoderará de ella
Jeremia	38	4	Entonces dijeron los principes al rey: Pedítnoste que sea condenado á muerte ese hombre; porque él procura de intento que desmayen los brazos de los valientes, y el esfuerzo de los guerreros que han quedado en esta ciudad, y de todo el pueblo, con aquellas palabras que dice. Pues está visto que ese hombre no procura el bien, sino el mal de este pueblo. en
Jeremia	38	5	A lo que contestó el rey Sedecías: Ahí le teneis á vuestra disposicion; que no es posible que el rey os niegue cosa alguna, Salió pues Abdemelech de palacio, y fué á hablar al rey, diciendo
Jeremia	38	6	Cogleron pues á Jeremías, y le metieron en la cisterna de Melchias hijo de Amelech, situada en el atrio de la cárcel; y por medio de sogas descolgaron á Jeremías en la cisterna, donde no habia agua, sino lodo: así pues Jeremías quedó hundido en el cieno
Jeremia	38	9	Oh rey y señor mio, muy mal han obrado estos hombres en todo lo que han atentado contra el Profeta Jeremías, echándole en la cisterna para que allí muera de hambre, pues ya no hay pan en la ciudad 7
Jeremia	38	10	Entonces el rey le dió esta órden á Abdemelech, Ethiope: Llévate de aquí contigo treinta hombres, y saca de la cisterna al Profeta Jeremías antes que muera
Jeremia	38	11	Tomando pues consigo Abdemelech los hombres, entró en el palacio del rey en una pieza subterránea que estaba debajo de la tesorería, y cogió de allí unas ropas viejas y trozos de paño medio consumidos, y los echó á Jeremías en la cisterna por medio de cordeles
Jeremia	38	12	Y dijo el Ethiope Abdemelech á Jeremías: Pon esos trapos viejos y retazos medio consumidos debajo de tus sobacos, y sobre d al rededor de las cuerdas: hízolo así Jeremías
Jeremia	38	13	Y tiraron de él con las cuerdas, y sacáronle de la cisterna; y quedó Jeremías en el atrio de la cárcel
Jeremia	38	14	Envió despues el rey Sedecías á buscar al Profeta Jeremías, y se le hizo traer á la tercera puerta del templo del Señor; y dijo el rey á Jeremías: Una cosa te voy á preeuntar: no me ocultes nada
Jeremia	38	15	Y Jeremías contestó á Sedecías: Si yo te la declaro, ¿no es así que tú me quitarás la vida? y si yo te diere un consejo, tú no me has de escuchar
Jeremia	38	16	Entonces el rey Sedecías juró secretamente á Jeremías, diciendo: Júrote por el Señor que ha criado en nosotros esta alma, que no te quitaré la vida, ni te entregaré en manos de esos hombres que desean matarte
Jeremia	38	17	Dijo pues Jeremías á Sedecías: Esto dice el Señor de los ejércitos, el Dios de Israél: Si te sales de Jerusalem, y te pones en manos de los príncipes ó generales del rey de Babylonia, salvarás tu vida, y esta.eludad no será entregada á las llamas, y te pondrás en salvo tú y tu familia
Jeremia	38	18	Pero si no vas á encontrar á los príncipes del rey de Babylonia, será entregada la ciudad en poder de los Chaldéos, los cuales la abrasarán, y tú no escaparás de sus manos
Jeremia	38	19	Y dijo el rey Sedecías á Jeremías: Témome de aquellos Judíos que se han desertado á los Chaldéos; no sea que estos me entreguen en sus manos, y me insulten y maltraten
Jeremia	38	20	Pero Jeremías le respondió: No te abandonarán en sus manos. Ruégote que escuches las palabras del Señor, que yo te hablo, y te irá bien, y salvarás tu vida. Y si los príncipes supieren que yo he hablado contigo, y fueren á tí, y te dijeren: Manifiéstanos lo que has dicho al rey, y qué es lo que el rey ha hablado contigo, no nos lo encubras, y no te mataremos
Jeremia	38	21	Que si no quisieres salir, hé aquí lo que me ha revelado el Señor
Jeremia	38	22	Bábete que todas las mujeres que han quedado en el palacio del rey de Judá, serán conducidas para los príncipes del rey de Babylonia: y estas mismas te dirán entonces: ¡ Oh cómo te han engañado, y prevalecido para daño tuyo los que te lisonjeaban con la paz! dirigieron tus pasos á un resbaladero, y te han metido en un atolladero, y en seguida te han abandonado
Jeremia	38	23	Y todas tus mujeres y tus hijos serán llevados á los Chaldéos, y tú no escaparás de sus manos, sino que caerás prisionero del rey de Babylonia, el cual incendiará esta ciudad
Jeremia	38	24	Sedecías dijo entonces á Jeremías: Nadie sepa estas cosas, y de este modo tú no morirás
Jeremia	38	26	Les has de responder: Postrado á los piés del rey le supliqué que no me hiciese conducir otra vez á la casa Ú edircel de Jonathán, para no morirme yo allí
Jeremia	38	27	En efecto vinieron luego todos los príncipes á Jeremías, y se lo preguntaron, y él les respondió palabra por palabra todo lo que le habia prevenido el rey; y no le molestaron mas, pues nada se habia traslucido
Jeremia	38	28	Y Jeremías permaneció en el zaguan de la cárcel hasta el día en que fué tomada Jerusalem: porque al fin Jerusalem fué rendida
Jeremia	39	1	En el año nono de Sedecías, rey de Judá, en el décimo mes, vino Nabuchodonosor, rey de Babylonia, con todo su ejército á Jerusalem, y le puso sitio
Jeremia	39	2	Y el año undécimo de Sedecías, en el día cinco? del cuarto mes, fué asaltada por la brecha la ciudad
Jeremia	39	3	Y entraron todos los príncipes del rey de Babylonia, é hicieron alto en la puerta del medio: Neregel, Sereser, semegarnabu, Sarsachim, Rabsares, Neregel, Sereser, Rebmas y todos los demás príncipes d capitanes del rey de Babylonia
Jeremia	39	4	Así que los vieron Sedecías, rey de Judá, y todos sus euerreros, echaron á huir; y salieron de noche de la ciodad, por el camino del jardin del Rey, y por la puerta que está entre las dos murallas, y tomaron el camino del De.sierto. d 5. Pero fuéles á los alcances el ejército de los Chaldéos, á y prendieron á Sedecías en el campo desierto de Jerichó, y le llevaron preso á Nabuchodonosor, rey de Babylonia, que estaba en Reblatha, situada en el territorio de Emath, donde y lejuzgó
Jeremia	39	6	E hizo matar el rey de Babylonia, en Reblatha, á los hijos de Sedecías, delante de los ojos de éste: á todos los nobles de Judá los hizo morir el rey de Babylonia
Jeremia	39	7	Además hizo sacar los ojos á Sedecías, y le aprisionó con grillos, para que fuese conducido á Babylonia
Jeremia	39	8	Entre tanto los Chaldéos, que estaban en Jerusalem, abrasaron el palacio del rey, y la casa ó las habitaciones del pueblo, y derribaron las murallas de Jerusalerm
Jeremia	39	9	Y á los restos del yecindario que habian quedado en la ciudad, y á los desertores que se habian refugiado á él, yá lo restante de la plebe, los condujo á Babylonia Nabuzardan, general del ejército
Jeremia	39	10	Mas á la turba de los pobres, que no tenian absolutamente nada, Nabuzardan, general del ejército, los dejó libres en la tierra de Judá, y dióles entonces viñas y Lierras, con depósitos de agua para regar
Jeremia	39	11	Es de saber que Nabuchodonosor rey de Babylonia, habia dado sus órdenes á Nabuzardan, comandante de sus ejércitos, acerca de Jeremías, diciendo
Jeremia	39	12	Encárgate de ese hombre, trátale con distincion, y no le hagas ningun daño, antes bien concédele cuanto quiera
Jeremia	39	13	Poreuyo motivo Nabuzardan, general del ejército, y Nabusezban, y Rabsares, y Neregel, y Sereser, y Rebmag, y todos los magnates del rey de Babylonia
Jeremia	39	14	Enviaron á sacar del zaguan de la cárcel á Jeremías, y le recomendaron á Godolias hijo de Ahicam, hijo de $Saphan, para que le volviese á su casa, y viviese con libertad en medio del pueblo
Jeremia	39	15	Habia el Señor preyenido de antemano á Jeremías, estando aun encerrado en el atrio de la cárcel, diciéndole
Jeremia	39	16	Anda, y diá Abdemelech Etbiope: Esto dice el Señor de los ejércitos, el Dios de Israél: Mira, yo voy á ejecutar todo lo que he anunciado para daño d castigo, no para bien de esa ciudad, y tú verás en aquel dia el cumplimiento de esto
Jeremia	39	17	En cuyo dia yo te libraré, dice el Señor: y no serás entregado en poder de los hombres, de quienes tiemblas tanto
Jeremia	39	18	Sino que te libraré de todo trance; ni morirás á cuchillo, antes bien conservarás segura tu vida, porque tuviste confianza en mí, dice el Señor
Jeremia	40	1	Palabra 0 profecía que el Señor manifestó á Jeremías, despues que Nabuzardan general del ejército le envió libre desde Rama, cuando le llevaba atado á la cadena, confundido en medio de los demás que trasmieraban de Jerusalem y de Judá, y eran conducidos cautivos á Babylonia
Jeremia	40	2	Es de advertir que el general del ejército, tomando á Jeremías, luego que le conoció, le dijo: El Señor Dios tuyo habia predicho estas calamidades sobre este país
Jeremia	40	3	Y el Señor las ha puesto en ejecucion, y ha cumplido lo que habia dicho: porque vosotros pecastelis contra el Señor, y no escuchasteis su voz; por lo cual os ha suce-
Jeremia	40	4	Ahora bien, yo te he quitado hoy las cadenas que tenias en tus manos; sl te place venir conmigo á Babylonia, vente; que yo miraré por tí: mas si no quieres venirte conmigo á Babylonia, quédate aquí; ahí tienes á tu vista todo el país; á donde escogleres, y mas te agradare, allí puedes irte
Jeremia	40	5	No vengas pues conmigo, si no quieres: quédate en compañía de Godolias, hijo de Ahicam, hijo de Saphan, á quien el rey de Babylonia ha puesto por gobernador de las ciudades de Judá: habita pues con él en medio de tu pueblo, ó vete donde mejor te parezca. Dióle tambien el general del ejército comestibles y algunos regalitos, y le despidió
Jeremia	40	6	En consecuencia Jeremías se fué á casa de Godolias, hijo de Ahicam en Masphath, y habitó con él en medio del pueblo que habia quedado en el país
Jeremia	40	7	Y habiendo sabido todos los capitanes del ejército de los Judios (desparramados por varias partes ellos, y sus camaradas) que el rey de Babylonia habia nombrado gobernador del país á Godolias, hijo de Ahicam, y que le habia recomendado los hombres y las mujeres, y los niños, y los pobres del país, que no habian sido trasportados á Babylonia
Jeremia	40	8	Fueron á encontrar á Godolias en Masphath, es á saber: Ismahel, hijo de Nathanias, y Johanan, y Jonathán, hijos de Caree, y Sareas, hijo de Thanehumeth, y los hijos de Ophi, naturales de Netophathi, y Jezonias hijo de Maachathi, ellos y sus gentes. les
Jeremia	40	9	Y Godolias, hijo de Ahicam, hijo de Saphan, aseguró con juramento á á ellos y á sus companeros, diciendo: No temais obedecer á los Ohaldéos: habitad en el país, y servid al rey de Babylonia, y lo pasareis bien
Jeremia	40	10	Ya vyeis, yo habito en Masphath para ejecutar las órdenes que nos vienen de los Chaldéos. Y así vosotros recoged la vendimia, las mieses, y el aceite, y metedle en vuestras tinajas, y permaneced en las ciudades vuestras que habeis ocupado
Jeremia	40	11	Asimismo todos los Judíos que estaban en Moab, y entre los hijos de Ammon, y en la Iduméa, y en los demás países, que oyeron que el rey de Babylonia habia dejado alguna parte del pueblo en la Judéa, y nombrado gobernador del país á Godolias, hijo de Ahicaxna, hijo de Saphan
Jeremia	40	12	Podos aquellos Judíos, digo, POC IOSArOn de los países donde se habian refugiado, y vinieron á la tierra de Judá dá encontrar á Godolias en Masphath, y recogieron la vendimia, y una cosecha grandísima de obros frutos
Jeremia	40	13	Por este tiempo Johanan, hijo de Caree, y todos los capitanes del ejército que habian estado esparcidos en varias tierras, fueron á encontrar á Godolias en Masphath
Jeremia	40	14	Y le dijeron: Has de saber que Baalis, rey de los Ammonitas, ha despachado á Ismahel, hijo de Nathanias, para que te quite la vida. Mas Godolias, hijo de Ahicam, no les dió crédito
Jeremia	40	15	Entonces Johanan, hijo de Caree, hablando aparte á Godolías, en Masphath, le dijo: Yo iré y mataré á Ismahel, hijo de Nathanias, sin que nadie lo sepa, para que no te mate á tí, y no sean desparramados todos los Judíos que se han acogido á tí, y venga á perecer el resto del pueblo de Judá
Jeremia	40	16	Pero Godolias, hijo de Ahicam, contestó á Johanan, hijo de Caree: No hagas tal cosa; porque lo que tú dices de Ismahel es una falsedad.
Jeremia	41	1	Mas sucedió, que al séptimo mes vino Ismabhel, hijo de Nathanias, hijo de Elisama, que era de estirpe real, y los Á todos, esto es, á muchos; pues en el verso 16 se ve que quedaron vivos algunos, / grandes del rey, con diez hombres atrevidos y valientes, á encontrar á Godolias hijo de Ahicam en Masphath, y comieron allí con él
Jeremia	41	2	Y levantóse Ismahel, hijo de Nathanias, y los diez hombres que le acompañaban; y asesinaron á Godolias, hijo de Ahicam, hijo de Saphan, quitando la vida al que el rey de Babylonia habia puesto por gobernador del país
Jeremia	41	3	Mató tambien Ismahel á todos los Judíos que estaban en Masphath con Godolias, y á los Chaldéos que allí se hallaban, y á todos los guerreros
Jeremia	41	4	Y al dia siguiente despues que mató á Godolias, y antes de saberse el suceso
Jeremia	41	5	Llegaron de Sichem, y de Silo, y de Samaria, ochenta hombres, raida la barba, y rasg rados los vestidos, y desaliñados, d desfigurados, trayendo consigo incienso y dones para ofrecerlos en la Casa del Señor
Jeremia	41	6	Ismahel, pues, hijo de Nathanias, saliendo de Masphath al encuentro de esta gente, caminaba despacio y llorando $; y así que los encontró, les dijo: Venid á Godolias, hijo de Ahicaxm,. Pero así que llegaron al medio de la ciudad, Ismahel, hijo de Nathanias, los mató ú todos con la ayuda de aquellos hombres que tenia consigo, y los echó en medio de la cisterna 0 foso
Jeremia	41	8	Mas entre los dichos se hallaron diez hombres que dijeron á Ismahel: No nos mates; porque tenemos en el campo repuestos ó si los de trigos, y de cebada, de aceite y de miel. Contúvose con esto, y no les quitó la vida como á los otros companeros suyos
Jeremia	41	9	La cisterna d foso en que Ismahel arrojó todos los cadáveres de aquella gente que asesinó por causa d envi día de Godolias, es aquella misma que hizo el rey Asá con motivo de Baasa, rey de Israél; la cual llenó Ismahel, hijo de Nathanias, de los cuerpos de aquellos Ne habia muerto
Jeremia	41	10	Y se llevó Ismahel cautivos todos los restos del pueblo que habia en Masphath, con las hijas del rey, y todos cuantos se hallaron en Masphath, los cuales Nabuzardan, general del ejército, habia dejado encargados á Godolias hijo de Ahicanm. Y cogiéndolos Ismahel, hijo de Nathanias, se fué para pasarse á los Ammonitas
Jeremia	41	11	Entre tanto Johanan hijo de Caree, y todos los jefes de la milicia que estaban con él, recibieron aviso de todo el estrago hecho por Ismahel hijo de Nathanias
Jeremia	41	12	Y reunida toda su gente, partieron para combatir contra Ismahel, hijo de Nathanias, y alcanzáronle cerca de la erande piscina d estanque de Gabaon
Jeremia	41	13	Y cuando todo el pueblo, que iba con Ismahel, vió á Johanan, hijo de Caree, y á todos los capitanes del ejército que le acompañaban, se llenó de alegría
Jeremia	41	14	Con esto toda aquella gente que Ismahel habia hecho prisionera regresó á Masphath, y se fué con Johanan hijo de Caree
Jeremia	41	15	Ismahel, empero, hijo de Nathanias, huyó de Johanan con ocho hombres, y se pasó á los Ammonitas
Jeremia	41	16	Johanan, pues, hijo de Caree, con todos los oficiales de guerra que tenia consigo, se encargó en Masphath de todos los residuos de la plebe que habia él recobrado de Ismahel, hijo de Nathanias, despues que éste asesinó á Godolias, hijo de Ahicam: y cogió todos los hombres aptos para la guerra, y las mujeres, y los niños, y los eunucos, que habia hecho volver de Gabaon
Jeremia	41	17	Y fuéronse, y estuvieron como peregrinos en Chamaam, que está cerca de Bethlehem, para pasar despues adelante y entrar en Egypto
Jeremia	41	18	Huyendo de los Chaldéos: porque los temian á causa de haber Ismahel, hijo de Nathanias, muerto á Godolias, hijo de Ahicam, al cual el rey de Babylonia habia dejado por gobernador de la tierra de Judá. Tamentando, como toda la gente, la calamidad de la patria, 415 JEREMIAS. ==
Jeremia	42	1	Y vinieron todos los oficiales de la milicia, y Johanan, hijo de Caree, y Jezonias, hijo de Osaías, y el resto del pueblo, chicos y grandes, ne 7
Jeremia	42	2	Y dijeron al Profeta Jeremías: Condesciende á nuestra A súplica, y haz oracion al Señor tu Dios por nosotros, y por todos estos restos del pueblo, pues pocos hemos quedado de muchos que éramos, conforme estás viendo tú con tus ojos, ——
